Week,Actual Volatility,Predicted Volatility,Absolute Difference (volatility),Percent Difference (volatility)
2016-W48,0.0084175247707118,0.019530924037098885,-0.011113399266387084,-79.52784315730072
2016-W49,0.0370562254432855,0.019211212173104286,0.01784501327018121,63.429272865922194
2016-W50,0.0118317700493627,0.019560419023036957,-0.007728648973674257,-49.239312083969104
2016-W51,0.0119833090375815,0.019440075382590294,-0.007456766345008794,-47.45998231954945
2016-W52,0.0125966901626099,0.019032148644328117,-0.006435458481718217,-40.693612060816804
2017-W01,0.0167414617979037,0.018484041094779968,-0.0017425792968762677,-9.893850499083726
2017-W02,0.0149930428361003,0.018028615042567253,-0.003035572206466953,-18.385341024491535
2017-W03,0.0089456854547739,0.017607206478714943,-0.008661521023941044,-65.23975652548056
2017-W04,0.0249538271199538,0.01702835038304329,0.007925476736910513,37.75638715426191
2017-W05,0.0194910586134869,0.01694062165915966,0.0025504369543272384,14.00120409072729
2017-W06,0.0197862608827081,0.016993101686239243,0.0027931591964688585,15.188730860861144
2017-W07,0.0060082130657409,0.01714416779577732,-0.01113595473003642,-96.19705892576768
2017-W08,0.0107433941356029,0.01686549186706543,-0.006122097731462529,-44.348748666431845
2017-W09,0.0157963636405636,0.016484349966049194,-0.0006879863254855949,-4.2625224080836865
2017-W10,0.0150216972754168,0.016235364601016045,-0.0012136673255992454,-7.765715986980366
2017-W11,0.0169786992152635,0.016066070646047592,0.0009126285692159092,5.523588592362492
2017-W12,0.0228572162161209,0.016029760241508484,0.006827455974612415,35.11435753844992
2017-W13,0.0247548053220305,0.016287868842482567,0.008466936479547934,41.25918523539454
2017-W14,0.0103353772848733,0.016789337620139122,-0.006453960335265822,-47.587304477608974
2017-W15,0.0178142906501461,0.01691141165792942,0.0009028789922166797,5.200061811315555
2017-W16,0.0199689536252325,0.017032098025083542,0.002936855600148957,15.874443936913732
2017-W17,0.0118578932376619,0.01721726357936859,-0.005359370341706691,-36.86563326508005
2017-W18,0.0101148343401088,0.01715087704360485,-0.007036042703496051,-51.61092336434558
2017-W19,0.011346808801849,0.01686360500752926,-0.0055167962056802584,-39.111770872685724
2017-W20,0.0259691104270882,0.016493938863277435,0.009475171563810766,44.627843370450414
2017-W21,0.0090885301487324,0.016605142503976822,-0.007516612355244421,-58.50944282542532
2017-W22,0.0264941643737452,0.0164426751434803,0.010051489230264898,46.81988401234058
2017-W23,0.0172361825993597,0.016716178506612778,0.0005200040927469222,3.063139503752801
2017-W24,0.0128460897418363,0.016935132443904877,-0.004089042702068576,-27.46054326827696
2017-W25,0.0165595139222341,0.01694921776652336,-0.0003897038442892617,-2.3259838534563904
2017-W26,0.0106739332089251,0.01695365272462368,-0.006279719515698581,-45.459777273359094
2017-W27,0.0152903032038307,0.016746286302804947,-0.0014559830989742464,-9.089501232162512
2017-W28,0.0157272499706977,0.016574937850236893,-0.0008476878795391912,-5.2484858563655346
2017-W29,0.0109482612389118,0.016455447301268578,-0.005507186062356777,-40.19299836211531
2017-W30,0.0164388116732404,0.016214068979024887,0.00022474269421551146,1.3765566144616401
2017-W31,0.0104353625803277,0.01609896495938301,-0.005663602379055312,-42.688870638076544
2017-W32,0.0309196753109929,0.015867237001657486,0.015052438309335413,64.34465351655825
2017-W33,0.0249504146924485,0.01628541760146618,0.00866499709098232,42.02654152447431
2017-W34,0.0126337869123219,0.016899989917874336,-0.004266203005552437,-28.890331433604793
2017-W35,0.0217401328455385,0.017169736325740814,0.004570396519797685,23.492222498508163
2017-W36,0.0128208962277749,0.01750689558684826,-0.004685999359073359,-30.90234454071865
2017-W37,0.0084392437528705,0.017550889402627945,-0.009111645649757446,-70.11619059619781
2017-W38,0.0040768684490046,0.01724758930504322,-0.01317072085603862,-123.52690050032851
2017-W39,0.0166481857170431,0.01658705621957779,6.112949746531204e-05,0.36785950035739223
2017-W40,0.0098804725510386,0.016173945739865303,-0.006293473188826703,-48.31021839412071
2017-W41,0.0059029168957287,0.015723014250397682,-0.009820097354668982,-90.81779913488671
2017-W42,0.0115271505033954,0.015143537893891335,-0.0036163873904959346,-27.118815507318043
2017-W43,0.0110101688693785,0.014710766263306141,-0.0037005973939276404,-28.774983295417904
2017-W44,0.0069599428533139,0.014386470429599285,-0.007426527576285385,-69.58103432045867
2017-W45,0.0123786531431369,0.014016503468155861,-0.0016378503250189611,-12.410233810230412
2017-W46,0.0139069110224105,0.013824264518916607,8.264650349389287e-05,0.596054814702873
2017-W47,0.0101818675058574,0.01381411962211132,-0.0036322521162539204,-30.273829510604454
2017-W48,0.023867486004218,0.01379626989364624,0.010071216110571761,53.47961651983232
2017-W49,0.018701939862463,0.014242979697883129,0.004458960164579872,27.06918228415929
2017-W50,0.0168043834758102,0.014790089800953865,0.0020142936748563343,12.750924234193405
2017-W51,0.0050879517641093,0.015298454090952873,-0.010210502326843573,-100.16971504869939
2017-W52,0.0040343820322659,0.015335758216679096,-0.011301376184413197,-116.68863559239051
2018-W01,0.0118731665092254,0.015020720660686493,-0.0031475541514610923,-23.407208720519098
2018-W02,0.0160370772063876,0.014764863066375256,0.0012722141400123461,8.260610394971275
2018-W03,0.0105188671782832,0.014714118093252182,-0.004195250914968982,-33.252117177760375
2018-W04,0.0081160134130325,0.01461710873991251,-0.006501095326880009,-57.19491834990039
2018-W05,0.0293097880714693,0.014413641765713692,0.014896146305755607,68.13805029123185
2018-W06,0.0595818699737897,0.014883626252412796,0.0446982437213769,120.05088527335627
2018-W07,0.043150799653556,0.016839144751429558,0.02631165490212644,87.72021765681039
2018-W08,0.0109125109110025,0.01907918229699135,-0.008166671385988849,-54.459555379901936
2018-W09,0.0353628010357776,0.020189350470900536,0.015173450564877067,54.62776923429512
2018-W10,0.0287473996004353,0.02133893221616745,0.007408467384267849,29.58279081564552
2018-W11,0.0170534488459901,0.02219144068658352,-0.005137991840593419,-26.184259412063522
2018-W12,0.0393779679164923,0.022380121052265167,0.01699784686422713,55.04654417926079
2018-W13,0.0176747591329063,0.02292429283261299,-0.0052495336997066926,-25.860375775104867
2018-W14,0.0320280618078267,0.022891532629728317,0.00913652917809838,33.2723840067204
2018-W15,0.0141811775589946,0.023007716983556747,-0.008826539424562147,-47.46868404202155
2018-W16,0.0168869132902533,0.0225776806473732,-0.005690767357119899,-28.839862719044397
2018-W17,0.0159875910436856,0.021926531568169594,-0.005938940524483995,-31.32838169715142
2018-W18,0.0206097113332692,0.02114623598754406,-0.00053652465427486,-2.56981191279274
2018-W19,0.0205271553346842,0.02050246298313141,2.469235155279012e-05,0.12036354499582742
2018-W20,0.0130039927457966,0.019991669803857803,-0.006987677058061203,-42.35512499587248
2018-W21,0.0119558960331511,0.01934027299284935,-0.0073843769596982495,-47.190293186130255
2018-W22,0.0186676431048738,0.018604552373290062,6.309073158373632e-05,0.33854046306823216
2018-W23,0.0184951273755492,0.018095670267939568,0.0003994571076096319,2.183374691645806
2018-W24,0.0108530559060622,0.017763692885637283,-0.006910636979575084,-48.29784843748266
2018-W25,0.011090043991216,0.01730361394584179,-0.0062135699546257885,-43.767308660263815
2018-W26,0.0161555375283494,0.0167962945997715,-0.0006407570714220996,-3.8890527781930597
2018-W27,0.0260626540871126,0.01646505668759346,0.00959759739951914,45.135734911117964
2018-W28,0.0095648333406073,0.01661616936326027,-0.00705133602265297,-53.86605014643931
2018-W29,0.0115345994024593,0.016501005738973618,-0.004966406336514318,-35.42927867231677
2018-W30,0.0146868697355663,0.016283558681607246,-0.0015966889460409459,-10.311054949149872
2018-W31,0.0151159309640699,0.016118643805384636,-0.001002712841314736,-6.4205314060835335
2018-W32,0.010608518135304,0.016014520078897476,-0.0054060019435934765,-40.611457641297775
2018-W33,0.017158274025037,0.015801774337887764,0.0013564996871492374,8.23117534423949
2018-W34,0.0109733522264948,0.015757685527205467,-0.004784333300710666,-35.79609100696729
2018-W35,0.0063538938115898,0.015613959170877934,-0.009260065359288134,-84.30560206933717
2018-W36,0.0087470895385447,0.015254299156367779,-0.006507209617823079,-54.223609313092766
2018-W37,0.0090411900406431,0.01485756691545248,-0.005816376874809381,-48.675141435135316
2018-W38,0.0083593807071466,0.014473767951130867,-0.0061143872439842675,-53.55710975733241
2018-W39,0.0100157235134098,0.014102241955697536,-0.004086518442287737,-33.88775431760321
2018-W40,0.0288659673970102,0.013820675201714039,0.01504529219529616,70.49180389626527
2018-W41,0.061143525080148,0.014266004785895348,0.04687752029425265,124.32784126230558
2018-W42,0.023951651296598,0.01630227267742157,0.007649378619176431,38.005629583408776
2018-W43,0.0432025538256323,0.017951829358935356,0.025250724466696947,82.58026048758835
2018-W44,0.0401942005767745,0.019905956462025642,0.02028824411474886,67.5147790434256
2018-W45,0.0244988966896819,0.02180301956832409,0.002695877121357812,11.64477559129822
2018-W46,0.0189337051127351,0.02296077273786068,-0.0040270676251255785,-19.224813539803122
2018-W47,0.0233695384570048,0.023354416713118553,1.5121743886247624e-05,0.06472801299114722
2018-W48,0.0237932215493019,0.02338484115898609,0.0004083803903158073,1.7312300118845922
2018-W49,0.0705759788155415,0.023200061172246933,0.047375917643294574,101.04055929310705
2018-W50,0.0297294375028993,0.024569988250732422,0.005159449252166878,19.003697297192122
2018-W51,0.0635578287125227,0.025393279269337654,0.03816454944318505,85.81017214753048
2018-W52,0.0448449683034921,0.02703648991882801,0.017808478384664088,49.54957460541424
