Week,Actual Volatility
2015-W49,0.02816737301231976
2015-W50,0.038068364906347525
2015-W51,0.029166324212440788
2015-W52,0.03114695768543533
2015-W53,0.018581133308604978
2016-W01,0.060546605995753656
2016-W02,0.05423759846459499
2016-W03,0.04613512249949928
2016-W04,0.026352952728583234
2016-W05,0.03655766901883579
2016-W06,0.028187986450727218
2016-W07,0.029220268829203037
2016-W08,0.03036219976220116
2016-W09,0.04466830572356428
2016-W10,0.026418885516521173
2016-W11,0.032487120166093855
2016-W12,0.029987524071083044
2016-W13,0.03873928127636561
2016-W14,0.018949289237030396
2016-W15,0.0365222024951571
2016-W16,0.012129213673166193
2016-W17,0.021192005784186008
2016-W18,0.02762750913614663
2016-W19,0.021963009235668917
2016-W20,0.023698168767626294
2016-W21,0.03139799486395476
2016-W22,0.014740429037346162
2016-W23,0.018435645672226504
2016-W24,0.01639941571863422
2016-W25,0.04336788252498473
2016-W26,0.05946729073937803
2016-W27,0.03506702290678684
2016-W28,0.018727133940410645
2016-W29,0.00933589885358235
2016-W30,0.009345469637943705
2016-W31,0.021988928469845535
2016-W32,0.007611387499521009
2016-W33,0.012375837447796264
2016-W34,0.013258998769650535
2016-W35,0.012463617088223857
2016-W36,0.03111465154974854
2016-W37,0.01723093579811412
2016-W38,0.029116387729417617
2016-W39,0.011091273837310877
2016-W40,0.01264871208837937
2016-W41,0.03284548876417373
2016-W42,0.010035005927363781
2016-W43,0.035563955720918874
2016-W44,0.029616963493128673
2016-W45,0.08154248082927525
2016-W46,0.01786354439254097
2016-W47,0.02116531372012082
2016-W48,0.02051097158830568
2016-W49,0.047541297445480246
2016-W50,0.01531944150854099
2016-W51,0.014618688606759212
2016-W52,0.017226961047642163
2017-W01,0.01761291584561106
2017-W02,0.015441394776969151
2017-W03,0.01143025842291989
2017-W04,0.027947193485445155
2017-W05,0.018725491601196447
2017-W06,0.023576601659085157
2017-W07,0.008734163835264706
2017-W08,0.01650954492743603
2017-W09,0.018585115161549502
2017-W10,0.018956814079744647
2017-W11,0.023623573799071384
2017-W12,0.0359137333710778
2017-W13,0.03133959977751425
2017-W14,0.01998326128502767
2017-W15,0.019116251156901826
2017-W16,0.02439117039980643
2017-W17,0.018806709963693505
2017-W18,0.014909885557941083
2017-W19,0.010463287927212284
2017-W20,0.034598971972984886
2017-W21,0.010328241854346491
2017-W22,0.03450810725993335
2017-W23,0.026878220887342614
2017-W24,0.017496846475728186
2017-W25,0.013065705129649587
2017-W26,0.01300035203668323
2017-W27,0.014656716329851752
2017-W28,0.01528934472579146
2017-W29,0.013342975076060757
2017-W30,0.017442503636940658
2017-W31,0.018623074183478538
2017-W32,0.03856094390422798
2017-W33,0.0308152192315178
2017-W34,0.01578183451855575
2017-W35,0.027511395698267074
2017-W36,0.011119377907827854
2017-W37,0.011827153263578622
2017-W38,0.008253877816810192
2017-W39,0.0337460257481151
2017-W40,0.009680494310431836
2017-W41,0.004398965384728043
2017-W42,0.00968087827901438
2017-W43,0.010645053371691469
2017-W44,0.013134171769302283
2017-W45,0.018802420241195803
2017-W46,0.020223511993500174
2017-W47,0.018396569965230168
2017-W48,0.022830544230873412
2017-W49,0.025104157635992812
2017-W50,0.01267879140719112
2017-W51,0.008400134769165835
2017-W52,0.007588782093399538
2018-W01,0.011129716800794411
2018-W02,0.02736450164191488
2018-W03,0.015147034663302564
2018-W04,0.009226323081080134
2018-W05,0.02887693136065608
2018-W06,0.05281889186770532
2018-W07,0.046447794546697264
2018-W08,0.012646346050974897
2018-W09,0.041374994969885046
2018-W10,0.03432497703821322
2018-W11,0.017546789160838926
2018-W12,0.03550162480357294
2018-W13,0.022217950180377675
2018-W14,0.03430988690455309
2018-W15,0.02409098774630995
2018-W16,0.018256780305125894
2018-W17,0.012885745429292906
2018-W18,0.01882676731112281
2018-W19,0.021461197932692695
2018-W20,0.02103648725578513
2018-W21,0.010806663994400827
2018-W22,0.021705220087676814
2018-W23,0.016090095826783783
2018-W24,0.007215209828346822
2018-W25,0.016626243448755275
2018-W26,0.02077191425447638
2018-W27,0.03302009758673989
2018-W28,0.01287708078272071
2018-W29,0.0147251383767944
2018-W30,0.021782165621601013
2018-W31,0.014497647988453145
2018-W32,0.00951957260159692
2018-W33,0.013603739492365406
2018-W34,0.016411906667970048
2018-W35,0.006531518174114819
2018-W36,0.014194625944762836
2018-W37,0.007000242922871119
2018-W38,0.01055659007355004
2018-W39,0.013237629181365722
2018-W40,0.03395424052650041
2018-W41,0.0643209568559384
2018-W42,0.034137601836308956
2018-W43,0.05219037503933852
2018-W44,0.043097601510241834
2018-W45,0.02708010150445606
2018-W46,0.02447219544189396
2018-W47,0.030421768468712324
2018-W48,0.026797451438331527
2018-W49,0.07883319005284375
2018-W50,0.03190085785224427
2018-W51,0.07708430403341388
2018-W52,0.05329791292763012
2019-W01,0.03448450849762665
2019-W02,0.036198430042819384
2019-W03,0.03304696575510614
2019-W04,0.02087982613879974
2019-W05,0.024065171375793764
2019-W06,0.01565291452466625
2019-W07,0.030594889111186973
2019-W08,0.012452637496071336
2019-W09,0.014489815044131944
2019-W10,0.04749873252140111
2019-W11,0.01526970460371867
2019-W12,0.034478409244450475
2019-W13,0.022065268662426307
2019-W14,0.01947107337466362
2019-W15,0.012799789241632005
2019-W16,0.01673577353799332
2019-W17,0.0210837799004137
2019-W18,0.02011549309000381
2019-W19,0.033433813693899486
2019-W20,0.023670234553792295
2019-W21,0.028947215222121635
2019-W22,0.03322517070415215
2019-W23,0.03074615528413968
2019-W24,0.012943676435949786
