Week,Actual Volatility
2015-W49,0.02848132288003968
2015-W50,0.01743998767719177
2015-W51,0.0296184449277512
2015-W52,0.027184133420923778
2015-W53,0.015368697393643466
2016-W01,0.03831804559062482
2016-W02,0.029221667417933472
2016-W03,0.03344593985940132
2016-W04,0.04138571845561471
2016-W05,0.02817021210690199
2016-W06,0.03180098159634981
2016-W07,0.020249982080583262
2016-W08,0.025930743334838153
2016-W09,0.015530127495378382
2016-W10,0.020779475603730866
2016-W11,0.03296008772593923
2016-W12,0.01323610432936328
2016-W13,0.017219734334085735
2016-W14,0.01967785084663923
2016-W15,0.01715997577637301
2016-W16,0.020997612491492037
2016-W17,0.030740352406084595
2016-W18,0.01815972885070159
2016-W19,0.020829841252618525
2016-W20,0.016492323738981917
2016-W21,0.02238469736576381
2016-W22,0.017992344941222007
2016-W23,0.014454610036155224
2016-W24,0.01879742398879108
2016-W25,0.023751415066564814
2016-W26,0.056529886262761654
2016-W27,0.019922769287260438
2016-W28,0.008888739960342125
2016-W29,0.016857824915572053
2016-W30,0.008695387127323753
2016-W31,0.00999743660323718
2016-W32,0.007690468889137709
2016-W33,0.012402640085763045
2016-W34,0.03208556647110403
2016-W35,0.01179611172855955
2016-W36,0.016226386623717268
2016-W37,0.015387531576003791
2016-W38,0.022279383975908017
2016-W39,0.015985310373009657
2016-W40,0.008510781350375831
2016-W41,0.03406458651754309
2016-W42,0.01464838477641982
2016-W43,0.0313066489467871
2016-W44,0.01618043677627269
2016-W45,0.05675728227202589
2016-W46,0.010573898345258008
2016-W47,0.022339422362204847
2016-W48,0.0180389632751059
2016-W49,0.021621656373428135
2016-W50,0.01163807993814514
2016-W51,0.013728389162650234
2016-W52,0.013037204641264153
2017-W01,0.021232232099007962
2017-W02,0.017960338978067213
2017-W03,0.010158549823976749
2017-W04,0.011391388019733273
2017-W05,0.030237224500253505
2017-W06,0.009845283292564538
2017-W07,0.02156630893068478
2017-W08,0.010808105185210354
2017-W09,0.014482800665376399
2017-W10,0.011543953786441208
2017-W11,0.010618082305325174
2017-W12,0.012682912976648534
2017-W13,0.00603226168846596
2017-W14,0.008417533774115282
2017-W15,0.0075851628346562125
2017-W16,0.011210740105671751
2017-W17,0.014673566187414179
2017-W18,0.006339877006548189
2017-W19,0.0074796906594489865
2017-W20,0.014215069063324851
2017-W21,0.012522120671931874
2017-W22,0.023153487676314474
2017-W23,0.007469491451308295
2017-W24,0.01076294351005918
2017-W25,0.03246013342772554
2017-W26,0.017634571421436398
2017-W27,0.012933183678191932
2017-W28,0.014840146327812154
2017-W29,0.019263896861544116
2017-W30,0.0192623524100794
2017-W31,0.009300764541053089
2017-W32,0.014712234023001744
2017-W33,0.017467773720565304
2017-W34,0.012459893051258329
2017-W35,0.029306347191095636
2017-W36,0.02493028991920351
2017-W37,0.004844140059217882
2017-W38,0.016049394258199994
2017-W39,0.00737454301022197
2017-W40,0.009061156725023608
2017-W41,0.0051800411553245326
2017-W42,0.020235054311680354
2017-W43,0.02625461162440473
2017-W44,0.007774442065657523
2017-W45,0.00947656284472722
2017-W46,0.010547861981093145
2017-W47,0.012575592450532613
2017-W48,0.021193797792172255
2017-W49,0.018360791602013503
2017-W50,0.011619278561087406
2017-W51,0.015146433502500289
2017-W52,0.004547388789800261
2018-W01,0.019160478887486666
2018-W02,0.02239997942839852
2018-W03,0.011314664273659396
2018-W04,0.02852165060722856
2018-W05,0.048670878059137196
2018-W06,0.06446154693590248
2018-W07,0.03968869529426534
2018-W08,0.012378794325524084
2018-W09,0.05013759292253965
2018-W10,0.030894986860433495
2018-W11,0.010757154817431329
2018-W12,0.049603170748846376
2018-W13,0.017777846823965042
2018-W14,0.03481920794815608
2018-W15,0.015123916722924841
2018-W16,0.016032881493116366
2018-W17,0.02389038886405064
2018-W18,0.03956521830733211
2018-W19,0.0314361105682799
2018-W20,0.013549388692502596
2018-W21,0.007700355048758055
2018-W22,0.019643419632074884
2018-W23,0.01882149238660415
2018-W24,0.007551704534392455
2018-W25,0.00886562637588135
2018-W26,0.0184383073868906
2018-W27,0.0357254801505801
2018-W28,0.0120739481199383
2018-W29,0.008236168536169056
2018-W30,0.018714275511679583
2018-W31,0.019397547374789714
2018-W32,0.006408086603366983
2018-W33,0.01759946269559357
2018-W34,0.0049364218682695854
2018-W35,0.010265128863835253
2018-W36,0.006880448484118659
2018-W37,0.01843525110775549
2018-W38,0.016490146304348863
2018-W39,0.00906077474815012
2018-W40,0.022848085849573433
2018-W41,0.05471125133703092
2018-W42,0.026159436569572658
2018-W43,0.04706872228904626
2018-W44,0.025258648105607486
2018-W45,0.04342969655556673
2018-W46,0.027531550058148266
2018-W47,0.020901549640611257
2018-W48,0.052771737005032134
2018-W49,0.0640651268063217
2018-W50,0.04324214159552035
2018-W51,0.053971933907193924
2018-W52,0.05712481201660593
2019-W01,0.031152048919699565
2019-W02,0.015573216539895244
2019-W03,0.028623881827330375
2019-W04,0.010725265045916374
2019-W05,0.03962020236584414
2019-W06,0.017310077677248972
2019-W07,0.029744443851828176
2019-W08,0.014074099387860417
2019-W09,0.013952224706358247
2019-W10,0.03989057970229464
2019-W11,0.025527799663687505
2019-W12,0.01664250666647774
2019-W13,0.016159279297534194
2019-W14,0.009715539587586012
2019-W15,0.024011421348144046
2019-W16,0.06929975540831756
2019-W17,0.03233725589354211
2019-W18,0.013758764766697284
2019-W19,0.024383890414965248
2019-W20,0.02278897333022326
2019-W21,0.015639340728013113
2019-W22,0.030560403243371833
2019-W23,0.03840684467500166
2019-W24,0.005926258725391495
