Week,Actual Volatility
2015-W49,0.01652919608140547
2015-W50,0.001559412939137797
2015-W51,0.04999845732861219
2015-W52,0.03083539511482323
2015-W53,0.007764096933573884
2016-W01,0.0880870336979451
2016-W02,0.06327080569630485
2016-W03,0.0752672904279557
2016-W04,0.02653184152957721
2016-W05,0.03584445020225891
2016-W06,0.029811608490764033
2016-W07,0.03238205006350977
2016-W08,0.024459928281974245
2016-W09,0.023334614287602966
2016-W10,0.026462574166533498
2016-W11,0.05125401026624365
2016-W12,0.025628807783401025
2016-W13,0.042987590891079626
2016-W14,0.014939402171302515
2016-W15,0.023602750810669693
2016-W16,0.02228358810502396
2016-W17,0.0565466148001801
2016-W18,0.013475656196452199
2016-W19,0.028112826601452933
2016-W20,0.02105666433950375
2016-W21,0.03401805146648883
2016-W22,0.012528708054050677
2016-W23,0.033236051097383576
2016-W24,0.022188252964776202
2016-W25,0.03371980353455181
2016-W26,0.06018667813571318
2016-W27,0.04161921053322201
2016-W28,0.01486779476801347
2016-W29,0.011732377524893737
2016-W30,0.031492868399895936
2016-W31,0.01419742591172657
2016-W32,0.010967874958171484
2016-W33,0.023336877723075106
2016-W34,0.02533934930117129
2016-W35,0.016207497345659322
2016-W36,0.044256869548637806
2016-W37,0.0342029222024256
2016-W38,0.02932852998457387
2016-W39,0.008280788217448572
2016-W40,0.019372642271019723
2016-W41,0.03333908970342572
2016-W42,0.028579766942527746
2016-W43,0.038893340611847106
2016-W44,0.018747345678285364
2016-W45,0.03860443423810299
2016-W46,0.034479564459324895
2016-W47,0.022750306556440423
2016-W48,0.04589173940584116
2016-W49,0.05678387177181109
2016-W50,0.03678308101757388
2016-W51,0.021795685613038834
2016-W52,0.02022321385702069
2017-W01,0.024742152716353914
2017-W02,0.015468070995357434
2017-W03,0.010528168317401436
2017-W04,0.040052754139293725
2017-W05,0.012464833358121784
2017-W06,0.027787824998888495
2017-W07,0.013069495094033845
2017-W08,0.013671488627846408
2017-W09,0.03629084020872234
2017-W10,0.02790023870104347
2017-W11,0.03502412390459608
2017-W12,0.024141747134094123
2017-W13,0.020701787460900022
2017-W14,0.013086335200388492
2017-W15,0.013431496921178858
2017-W16,0.015242922070987515
2017-W17,0.018811113114146474
2017-W18,0.01357215818275981
2017-W19,0.01464596352185686
2017-W20,0.022259865026842237
2017-W21,0.019051395796698144
2017-W22,0.0287598549094691
2017-W23,0.00870305761831913
2017-W24,0.025460401221356174
2017-W25,0.01832617344502563
2017-W26,0.017767182898210537
2017-W27,0.025756228107774826
2017-W28,0.01140494377355818
2017-W29,0.01855636601351204
2017-W30,0.02006877645334653
2017-W31,0.028439640065469257
2017-W32,0.028762971508348743
2017-W33,0.03135602441232452
2017-W34,0.012565486016884338
2017-W35,0.028506548268398272
2017-W36,0.02268518850079506
2017-W37,0.01549032534552817
2017-W38,0.009566210772592986
2017-W39,0.04400332856231223
2017-W40,0.024280678352414917
2017-W41,0.008644453749678625
2017-W42,0.03758611008649719
2017-W43,0.017726603012175105
2017-W44,0.025107960539126808
2017-W45,0.02300198424206272
2017-W46,0.018478341245558975
2017-W47,0.024648279740752684
2017-W48,0.035549474404059714
2017-W49,0.03672309102287764
2017-W50,0.018070995285813542
2017-W51,0.015815916382759896
2017-W52,0.008464821094762046
2018-W01,0.031909834525695215
2018-W02,0.01909142349030709
2018-W03,0.01569424977191471
2018-W04,0.03985487382509852
2018-W05,0.05269914643650674
2018-W06,0.06749306744707918
2018-W07,0.03833441104391421
2018-W08,0.028250213412494205
2018-W09,0.07331908471716009
2018-W10,0.030792570753470666
2018-W11,0.03128218717489388
2018-W12,0.026602824238397337
2018-W13,0.019401000495870988
2018-W14,0.0853878406383343
2018-W15,0.037331040092371925
2018-W16,0.04606458773679304
2018-W17,0.029410973181889215
2018-W18,0.02385479492034595
2018-W19,0.022633630805564048
2018-W20,0.042665023309200946
2018-W21,0.029257072944580697
2018-W22,0.020348078703908742
2018-W23,0.040172137457935714
2018-W24,0.04467292155765788
2018-W25,0.03020076769106238
2018-W26,0.02895735638993432
2018-W27,0.031722063853371424
2018-W28,0.013399851116106027
2018-W29,0.025414960548738846
2018-W30,0.05402963683561348
2018-W31,0.015213944907859005
2018-W32,0.023989470379837827
2018-W33,0.019980748945895372
2018-W34,0.03522497978413197
2018-W35,0.02331717294242656
2018-W36,0.027771900936844594
2018-W37,0.0181232268881548
2018-W38,0.028664224426848302
2018-W39,0.03593601099224711
2018-W40,0.061344280209304165
2018-W41,0.06925050452363381
2018-W42,0.06096948754959626
2018-W43,0.031658082896507886
2018-W44,0.06654961358144196
2018-W45,0.040666138709867204
2018-W46,0.050645887060400095
2018-W47,0.03196965336931734
2018-W48,0.03674221449364419
2018-W49,0.04113339891517612
2018-W50,0.022855383330954392
2018-W51,0.05139109533720437
2018-W52,0.05740594168250132
2019-W01,0.05343886338052557
2019-W02,0.051785113659807896
2019-W03,0.023307471632018194
2019-W04,0.0373897359645608
2019-W05,0.0632892274311999
2019-W06,0.021529923257997324
2019-W07,0.035249443352634205
2019-W08,0.01972455975148456
2019-W09,0.04487408709378146
2019-W10,0.02144379626190052
2019-W11,0.01761786265555253
2019-W12,0.034511913988614855
2019-W13,0.03229661280642432
2019-W14,0.05429922235869965
2019-W15,0.021701124454480948
2019-W16,0.02096071565713119
2019-W17,0.028820196776439634
2019-W18,0.02517950069017684
2019-W19,0.022969680902746856
2019-W20,0.037918421174600765
2019-W21,0.024645332963331087
2019-W22,0.03681421501398824
2019-W23,0.050937230727472284
2019-W24,0.02464804367858668
